gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cd4_8	direction
Hipk1	7.440879352350416e-5	0.377994577936418	0.541	0.395	1	CD8	up
Snhg15	7.830164902995183e-5	0.3522952073586504	0.217	0.107	1	CD8	up
Chd4	8.207734847805715e-5	0.41011911169416826	0.683	0.557	1	CD8	up
Cd82	8.339994845863327e-5	0.36895119612539773	0.435	0.296	1	CD8	up
Cd44	8.4812024498573e-5	0.5314145773978414	0.426	0.304	1	CD8	up
Myl6	8.716938978204127e-5	0.25352090098375246	0.949	0.921	1	CD8	up
H2afz	9.345321382213243e-5	0.340923979434574	0.911	0.881	1	CD8	up
Metrnl	9.406762781746373e-5	0.33226737207904955	0.168	0.067	1	CD8	up
Pgam2	9.436578731755934e-5	-0.2687315838939249	0.101	0.198	1	CD8	down
Sub1	9.735709100590296e-5	0.2680490270819882	0.95	0.905	1	CD8	up
Ngp	1.0179292659729347e-4	0.2602331378091405	0.163	0.063	1	CD8	up
Dusp2	1.0189409095387839e-4	0.44980097730778823	0.76	0.672	1	CD8	up
S100a11	1.0748283028946381e-4	0.7453026812516872	0.671	0.577	1	CD8	up
Hspa5	1.0788153048757439e-4	0.3008873256732332	0.818	0.711	1	CD8	up
Slc3a2	1.0963062706196304e-4	0.37332255444899043	0.62	0.494	1	CD8	up
Pfn1	1.1015818860309134e-4	0.29861878315814794	0.93	0.874	1	CD8	up
Sidt1	1.1181917897153085e-4	-0.32148272169896097	0.301	0.431	1	CD8	down
Cyth4	1.1673478676112794e-4	0.33298941172023444	0.37	0.229	1	CD8	up
Ccnd2	1.2292046537364405e-4	0.31041448845622255	0.728	0.597	1	CD8	up
Tob2	1.268480626560584e-4	0.439814727765359	0.543	0.423	1	CD8	up
Irak2	1.422194460191143e-4	0.2838472089924407	0.205	0.099	1	CD8	up
Eomes	1.4833926138281743e-4	0.40842408467610936	0.158	0.063	1	CD8	up
Plek	1.5305208389779004e-4	0.385294469361776	0.259	0.146	1	CD8	up
Dock8	1.6394926320218936e-4	0.31950270358806554	0.372	0.233	1	CD8	up
Nkg7	1.6534210872754153e-4	0.594363799928725	0.735	0.684	1	CD8	up
Cmtm7	1.726780811195831e-4	0.2937924590480467	0.247	0.13	1	CD8	up
Apod	1.732669959945358e-4	-0.4804926642624858	0.084	0.17	1	CD8	down
N4bp1	1.7442582888527392e-4	0.3226120569092864	0.267	0.15	1	CD8	up
Atp2b4	1.7683915407178103e-4	0.3518666357134035	0.168	0.071	1	CD8	up
Slc2a3	1.8669684213764977e-4	0.2661910330767564	0.142	0.051	1	CD8	up
Pank2	1.898594274917831e-4	0.26660071503427873	0.163	0.067	1	CD8	up
AW112010	1.9287533679633495e-4	0.486567275014004	0.74	0.652	1	CD8	up
Cd274	2.0171509563085465e-4	0.3006519612200314	0.231	0.119	1	CD8	up
Tmbim6	2.0829321817598015e-4	0.3370074344529683	0.572	0.458	1	CD8	up
Myl2	2.1426145515143172e-4	-0.2557930534307147	0.041	0.107	1	CD8	down
Stat1	2.143324466243453e-4	0.36872712520246353	0.384	0.253	1	CD8	up
Gm43305	2.1866586744182426e-4	0.2731538649762384	0.149	0.059	1	CD8	up
Ppp1r15b	2.2403264471976858e-4	0.28359538109367344	0.349	0.221	1	CD8	up
Cish	2.2444785535244885e-4	0.36183822299003654	0.211	0.107	1	CD8	up
Hopx	2.2560691762043425e-4	0.4001295887379126	0.375	0.253	1	CD8	up
Kdm6b	2.2683964837451415e-4	0.3980578305382694	0.755	0.696	1	CD8	up
Hnrnpf	2.3434327605235987e-4	0.26365858925830077	0.86	0.763	1	CD8	up
Sik1	2.3606429698207594e-4	0.2763399621186837	0.414	0.277	1	CD8	up
S1pr1	2.3763403369896565e-4	-0.3581281203377735	0.551	0.68	1	CD8	down
Sik3	2.4232497116112163e-4	0.27936100227083555	0.217	0.111	1	CD8	up
Arl4c	2.4321005947168924e-4	0.25315137691308487	0.591	0.451	1	CD8	up
Tob1	2.513693497346892e-4	0.28315670134403326	0.363	0.233	1	CD8	up
Creb1	2.7212149202268524e-4	0.2983281536861695	0.38	0.245	1	CD8	up
Anp32a	2.769172043558687e-4	-0.3151201382051072	0.44	0.538	1	CD8	down
H2-Q6	2.805357970470175e-4	0.3294535207905176	0.69	0.589	1	CD8	up
Pim1	2.817430771019428e-4	0.3790213448295181	0.723	0.621	1	CD8	up
Wipf1	2.8583027414833955e-4	0.33238900221371537	0.39	0.265	1	CD8	up
Neat1	2.971277607137569e-4	0.34352769787149007	0.579	0.451	1	CD8	up
Nfkbia	3.051858917902846e-4	0.38390739078011493	0.702	0.581	1	CD8	up
Ifng	3.217227640299069e-4	0.3104926766806918	0.113	0.036	1	CD8	up
Rora	3.8311098200040984e-4	0.3791519791075044	0.402	0.269	1	CD8	up
Atp2b1	3.831553790667226e-4	0.45693144989348355	0.649	0.549	1	CD8	up
Hsp90aa1	3.925052932156075e-4	0.4637881008946496	0.832	0.763	1	CD8	up
Actr3	4.1092106756691156e-4	0.27778115349609944	0.759	0.64	1	CD8	up
Zfp36l1	4.2258554931166544e-4	0.37973660367783446	0.741	0.64	1	CD8	up
Grb2	4.3372046819621304e-4	0.27136354284234987	0.366	0.229	1	CD8	up
Tgfbr2	4.37283207982915e-4	-0.2674314784033769	0.488	0.621	1	CD8	down
Txn1	4.532279496361173e-4	0.43017150246427605	0.685	0.597	1	CD8	up
Tmed5	4.686586768780537e-4	0.2706725520057307	0.505	0.379	1	CD8	up
Cfl1	4.920384451224717e-4	0.2589628906262744	0.909	0.87	1	CD8	up
Anxa6	4.965256385353121e-4	0.37517716874894425	0.601	0.498	1	CD8	up
Atp2a2	5.233754519105006e-4	0.2621653334395969	0.303	0.186	1	CD8	up
Zdhhc18	5.5834203769917e-4	0.30547013000866596	0.493	0.375	1	CD8	up
Arf1	5.90799893821407e-4	0.29007226422968535	0.616	0.482	1	CD8	up
Lmna	5.932564763023735e-4	0.8405447644279467	0.39	0.265	1	CD8	up
Dusp1	6.145385065577223e-4	0.32659696629488666	0.526	0.395	1	CD8	up
Pten	6.239884065042047e-4	0.29593260122149834	0.409	0.285	1	CD8	up
Sept11	6.303635245690491e-4	0.40582273321015616	0.342	0.233	1	CD8	up
Isg15	6.562145004243185e-4	0.295225934210587	0.125	0.047	1	CD8	up
Sms	6.6141075413731e-4	0.2890869897946825	0.389	0.273	1	CD8	up
Mybpc1	6.759952102458416e-4	-0.2510412723237367	0.067	0.138	1	CD8	down
Scamp3	7.121715533933886e-4	0.2661592718907265	0.235	0.134	1	CD8	up
Selenop	7.247115546779667e-4	-0.3686037009911548	0.199	0.292	1	CD8	down
Acp5	7.270545327217906e-4	-0.2847342596879341	0.233	0.34	1	CD8	down
Psmb8	7.488098810033466e-4	0.3329937808723189	0.608	0.522	1	CD8	up
Hspd1	7.569005944050599e-4	0.28980913834855637	0.5	0.368	1	CD8	up
Igkc	7.869062418813148e-4	0.4732695404139592	0.125	0.047	1	CD8	up
Mlec	7.90014155758751e-4	0.26609166817803925	0.202	0.107	1	CD8	up
Gpr132	8.082131135162464e-4	0.27852627149346465	0.678	0.573	1	CD8	up
Zfp318	8.310716016729164e-4	0.25635331520899884	0.156	0.071	1	CD8	up
Lsm14a	8.52218337554117e-4	0.2539769694420132	0.32	0.209	1	CD8	up
Ifi27l2a	8.924853754485568e-4	-0.5134686105307256	0.351	0.439	1	CD8	down
Isy1	9.206249601382894e-4	0.321180921968242	0.548	0.427	1	CD8	up
Itgb2	9.355192343087119e-4	0.36269586503407636	0.423	0.32	1	CD8	up
Ier5l	9.570664986980896e-4	0.270063772404193	0.209	0.111	1	CD8	up
Gm19585	9.652156315019254e-4	0.3721493140094351	0.421	0.308	1	CD8	up
H2-Q4	9.706779473611795e-4	0.3181328191490862	0.649	0.538	1	CD8	up
Stat4	9.756290709912841e-4	0.353392827531007	0.548	0.435	1	CD8	up
mt-Atp8	9.9042530625785e-4	-0.3095323955839808	0.515	0.589	1	CD8	down
Bcl2a1b	9.996348661460708e-4	0.4356004891073795	0.373	0.261	1	CD8	up
Ly6c2	0.0010391903427432862	0.4219567116805307	0.69	0.613	1	CD8	up
Wdr45b	0.0010522731715333395	0.2513398350126793	0.276	0.166	1	CD8	up
Actg1	0.0011012836801344678	0.29325638197243453	0.964	0.968	1	CD8	up
Zeb2	0.0011044319392063196	0.3381594026063919	0.146	0.067	1	CD8	up
Bbx	0.0011849982650746873	0.28873616024001464	0.262	0.162	1	CD8	up
Srsf2	0.0012068114707261953	0.2509789321156013	0.743	0.613	1	CD8	up
Clic1	0.001237252946381101	0.49329645234309427	0.541	0.462	1	CD8	up
Baz1a	0.0012388221520854483	0.316801978689463	0.45	0.328	1	CD8	up
Hspa9	0.0012810869722743243	0.2661985251148168	0.413	0.296	1	CD8	up
Tnpo1	0.0012918166662966874	0.26443411703717057	0.33	0.217	1	CD8	up
Capzb	0.001320952054367529	0.27784105116149105	0.625	0.498	1	CD8	up
Apobec3	0.0013491166357470993	0.2676232122076575	0.363	0.253	1	CD8	up
Crip1	0.0014085682088686789	0.8299354139120285	0.945	0.929	1	CD8	up
Prkca	0.0014666601086548061	0.2593080824550519	0.262	0.162	1	CD8	up
Gpr65	0.001475765892492662	0.2580863908164022	0.166	0.083	1	CD8	up
Tacc1	0.0014792558090062694	0.35147035907888924	0.659	0.577	1	CD8	up
Tuba4a	0.001480594029471386	0.3698796564984307	0.416	0.304	1	CD8	up
Mrpl20	0.0015255407412525397	0.2868022911507999	0.346	0.245	1	CD8	up
Pitpnc1	0.0015723921446274553	-0.3061388258056308	0.421	0.494	1	CD8	down
Orai1	0.0016158161388418089	0.30442431986121776	0.539	0.419	1	CD8	up
Gpr183	0.001620353958252028	0.4080180745641786	0.384	0.285	1	CD8	up
Cxcr3	0.0016815072634483903	0.2851053162699767	0.18	0.095	1	CD8	up
S100a10	0.0016897748525524763	0.6858750815081005	0.747	0.708	1	CD8	up
Cdc37	0.00181017969374309	0.2599405633955041	0.495	0.375	1	CD8	up
Elovl5	0.0020024640091568535	0.2668328446778273	0.37	0.269	1	CD8	up
Spry2	0.002012408056740747	0.3976379818455766	0.197	0.111	1	CD8	up
Il2rb	0.002037322020427888	0.3242419132161496	0.765	0.708	1	CD8	up
Tagln2	0.0020710596805175495	0.3261228883100118	0.685	0.561	1	CD8	up
Snrnp70	0.0020835486619978864	0.30575602608436014	0.692	0.581	1	CD8	up
Prr7	0.0021690364182718447	0.25066102356692754	0.223	0.13	1	CD8	up
Cblb	0.002205542084365677	0.2842381428873839	0.574	0.458	1	CD8	up
Prf1	0.002210452975555513	0.36575594349091173	0.195	0.111	1	CD8	up
Cxcr4	0.0022294311978562557	0.2943832437142566	0.658	0.553	1	CD8	up
Nfkb1	0.0023273182016815856	0.4450913483454866	0.695	0.601	1	CD8	up
Cd55	0.002368557823146036	-0.300291215823385	0.228	0.316	1	CD8	down
Jpt1	0.002402414113829496	0.29763266986036996	0.676	0.585	1	CD8	up
Nr4a2	0.002404814412512846	0.2858597390495383	0.627	0.494	1	CD8	up
S100a4	0.002600299283179862	1.5918133194102853	0.466	0.391	1	CD8	up
Il18rap	0.002647263046632435	0.3939593839137323	0.336	0.245	1	CD8	up
Rbpj	0.002706977846745789	0.38301063280898195	0.351	0.257	1	CD8	up
Hsp90ab1	0.0027956263057333673	0.2694215947022318	0.964	0.949	1	CD8	up
Nfkbid	0.002922250265303201	0.40579622342368493	0.33	0.237	1	CD8	up
Crot	0.002952429081149319	0.26760684410158364	0.219	0.134	1	CD8	up
Itgav	0.002969710929497412	0.32183034611922334	0.25	0.158	1	CD8	up
Tuba1b	0.002986953461371626	0.29233775329433476	0.455	0.348	1	CD8	up
Rgs10	0.003077782416963004	-0.3837999618043404	0.337	0.423	1	CD8	down
Klf10	0.0032221166701443455	0.2554328562565174	0.182	0.103	1	CD8	up
Lgals1	0.0032900410989733816	1.1717619342442571	0.534	0.474	1	CD8	up
Gnl3	0.0033181183359220503	0.2608734294319849	0.378	0.273	1	CD8	up
Dnajb1	0.0033618001504291586	0.26969653937186955	0.397	0.277	1	CD8	up
Panx1	0.003391062540268064	0.2510810117952094	0.236	0.146	1	CD8	up
Cycs	0.003486683264713946	0.28228337884271326	0.5	0.391	1	CD8	up
Stk24	0.003492840295879265	0.26581102576340465	0.464	0.348	1	CD8	up
Klre1	0.003525897665505704	0.2781570306371565	0.171	0.095	1	CD8	up
Jaml	0.003534940487395411	0.27952733274980474	0.108	0.047	1	CD8	up
Slc1a5	0.003582617042502179	0.25263753308887504	0.255	0.166	1	CD8	up
Aff1	0.003629462038027351	0.32359514211662566	0.483	0.391	1	CD8	up
Ms4a4b	0.0037698331652060383	0.38310202314118014	0.894	0.866	1	CD8	up
Atf4	0.0038116395708561513	0.25568005201057153	0.613	0.534	1	CD8	up
Cd28	0.004199835136336443	0.4728187036621523	0.502	0.427	1	CD8	up
Zyx	0.004273658268317403	0.30840452154575804	0.461	0.364	1	CD8	up
Ndufa11	0.004524219298277963	0.2644888657642235	0.433	0.34	1	CD8	up
Nfkbiz	0.004620239696639112	0.3598803032543736	0.373	0.281	1	CD8	up
Elf2	0.004842160435566098	0.25790814670926143	0.363	0.261	1	CD8	up
Grap	0.004894958440186867	0.25360892459468454	0.24	0.158	1	CD8	up
Lsp1	0.004978365760273773	0.25168255902544123	0.647	0.589	1	CD8	up
Ell2	0.0049965362083505835	0.2767805236274561	0.228	0.146	1	CD8	up
Lck	0.005029576442103855	0.2561976139735027	0.642	0.569	1	CD8	up
Abcb1b	0.005365225954525485	0.2810091365576659	0.202	0.123	1	CD8	up
Slbp	0.005405943847777161	0.28563244710655766	0.495	0.391	1	CD8	up
Cd47	0.005579676715075621	0.3437972758499179	0.687	0.613	1	CD8	up
Tubb4b	0.005786283485515267	0.28080131537622743	0.467	0.372	1	CD8	up
Traf1	0.005850270287119809	0.35442128063860956	0.486	0.403	1	CD8	up
Adgre5	0.005954235832646602	0.2557068106133844	0.481	0.391	1	CD8	up
A930005H10Rik	0.005984594235209859	-0.2832063923966762	0.204	0.285	1	CD8	down
Rilpl2	0.006224060202824231	0.27073582915701994	0.183	0.111	1	CD8	up
Dcn	0.006454853085664107	-0.7922382681270814	0.438	0.522	1	CD8	down
G3bp1	0.006467512562101475	0.2894700984403027	0.517	0.443	1	CD8	up
Zfp638	0.006492190522899467	0.2540795706777308	0.365	0.265	1	CD8	up
Zbtb20	0.006736022471509456	-0.2639642040918937	0.361	0.451	1	CD8	down
Tgfb1	0.0073560832607733745	0.28805470331977956	0.461	0.375	1	CD8	up
Bcl2a1d	0.007378699265982323	0.36112449815243175	0.231	0.15	1	CD8	up
Phip	0.007496604832724763	0.2867164490618044	0.491	0.407	1	CD8	up
Zc3h12a	0.007956368439663035	0.28201606093194653	0.291	0.206	1	CD8	up
Scand1	0.00827272228001333	0.26649060452796514	0.461	0.375	1	CD8	up
Gm12840	0.0082970597999815	-0.4285498404203185	0.269	0.352	1	CD8	down
Nup98	0.008317488248460281	0.29049621620930877	0.514	0.423	1	CD8	up
Gem	0.008324503580400001	0.2832262847659325	0.211	0.134	1	CD8	up
Spn	0.00848308722623044	0.25993756179948724	0.389	0.292	1	CD8	up
Icam1	0.008697955959923492	0.3245095237921899	0.342	0.257	1	CD8	up
Cox17	0.008735979436913004	0.30156351984557483	0.625	0.538	1	CD8	up
Pcna	0.008823237522016268	0.2697421245755487	0.61	0.545	1	CD8	up
Il21r	0.008948109629307213	0.29578533717143074	0.598	0.514	1	CD8	up
Serpinb6b	0.00904185867585979	0.4243864765642026	0.276	0.206	1	CD8	up
Plac8	0.009345551657144235	0.37313439470162457	0.414	0.324	1	CD8	up
Serping1	0.009421633777542317	-0.291282519726658	0.063	0.115	1	CD8	down
S100a6	0.010212960569290573	1.3028803107554912	0.678	0.644	1	CD8	up
Sec11a	0.010603467781434684	-0.2842579644936807	0.486	0.534	1	CD8	down
Cdc42ep3	0.011745847043328986	0.2520577516052452	0.243	0.162	1	CD8	up
Tnfrsf18	0.011879407477302876	0.2840094878936599	0.502	0.419	1	CD8	up
Rgs2	0.012221653985818285	0.3241572025754964	0.651	0.577	1	CD8	up
Reep5	0.01245441435365835	0.26296269393208926	0.479	0.387	1	CD8	up
Anp32b	0.0134707926353977	0.27446584463459667	0.5	0.427	1	CD8	up
Prr13	0.013727708690516	0.2518600940285586	0.373	0.289	1	CD8	up
Esyt1	0.013816015696527082	0.29328668948924475	0.414	0.344	1	CD8	up
Malt1	0.0144023902069827	0.2707814050101969	0.507	0.427	1	CD8	up
Tsc22d3	0.0144143577282374	-0.2705356051616361	0.49	0.553	1	CD8	down
Ptprcap	0.015129126826070231	0.25862434551029545	0.57	0.478	1	CD8	up
Lnpep	0.016626942698846608	0.2585057743878847	0.632	0.542	1	CD8	up
Cd27	0.016862276679391303	0.33058465729708675	0.517	0.458	1	CD8	up
Gpr171	0.01734843717061656	0.25577465799867927	0.283	0.206	1	CD8	up
Ikzf2	0.01735972371257949	0.5256246676943652	0.445	0.383	1	CD8	up
Cited2	0.02181131935613011	0.30156830678798474	0.336	0.257	1	CD8	up
Ppp1r18	0.022722338240468147	0.2545859517442086	0.452	0.375	1	CD8	up
Glud1	0.023813228209170843	0.2592326646902614	0.425	0.356	1	CD8	up
Stat5b	0.024332172942882962	-0.26641814802931063	0.312	0.375	1	CD8	down
Mrps24	0.025772717097603114	0.2651907336229187	0.337	0.269	1	CD8	up
Slfn2	0.028062981774566242	0.25037836638888167	0.577	0.494	1	CD8	up
Cd3g	0.03016180573325781	0.2609354993190114	0.712	0.652	1	CD8	up
Rras2	0.03492939606430126	-0.29083397123566856	0.295	0.348	1	CD8	down
Il4ra	0.03540049953223712	0.2561441945461129	0.515	0.455	1	CD8	up
Rflnb	0.041257544887974985	-0.33956286497449695	0.209	0.265	1	CD8	down
Ebf1	0.045565332604186624	0.4170401425574055	0.101	0.059	1	CD8	up
Klf4	0.05024747123604165	-0.31011174219116144	0.308	0.375	1	CD8	down
Pf4	0.058495550360033954	-0.2653522785271003	0.08	0.119	1	CD8	down
Ly6a	0.06468028914426376	0.4354560914852301	0.228	0.178	1	CD8	up
Iqgap1	0.07062414830231908	0.29813111238096823	0.755	0.719	1	CD8	up
Atad2	0.0724723710792884	-0.27701671663688665	0.455	0.502	1	CD8	down
Mt2	0.1087675325930498	-0.3837873989879359	0.284	0.32	1	CD8	down
Sh3bgrl3	0.17398639805906155	0.2698083126339199	0.863	0.881	1	CD8	up
Plec	0.17935458026307544	0.2910829032989485	0.332	0.3	1	CD8	up
Emp3	0.23063952118003717	0.276327636760475	0.61	0.593	1	CD8	up
Id3	0.23576253889178092	-0.31048218841862774	0.17	0.198	1	CD8	down
Gsn	0.24182697261187303	-0.7665292461559612	0.555	0.549	1	CD8	down
Ighm	0.2678559120788214	0.5217277475968032	0.336	0.312	1	CD8	up
Odc1	0.42212079485583	0.2748484033249632	0.529	0.514	1	CD8	up
Cst3	0.47460490711321335	-0.3710341421915804	0.495	0.498	1	CD8	down
Hba-a1	0.5009201327008249	0.33060372639544533	0.253	0.225	1	CD8	up
