gene	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	3_p_val	3_avg_log2FC	3_pct.1	3_pct.2	3_p_val_adj	max_pval	minimump_p_val	min_FC
Tmem176b	7.171837214877144e-25	0.5909744345895063	0.705	0.492	1.4880127853427098e-20	1.7849157183481634e-31	0.5298215638409127	0.745	0.615	3.7033431324287695e-27	1.5848906941132994e-18	0.4597505972463618	0.685	0.485	3.2883312121462735e-14	1.5848906941132994e-18	5.3547471550445e-31	0.4597505972463618
Ccr5	3.0272752196891794e-45	0.6781797727568892	0.434	0.112	6.280990625811109e-41	1.1168072625243658e-39	0.45783485902424037	0.433	0.197	2.3171517082855543e-35	8.561130533187626e-44	0.830638088061133	0.424	0.109	1.7762633630257686e-39	1.1168072625243658e-39	9.081825659067474e-45	0.45783485902424037
Nfe2l2	1.312641474184586e-44	0.7916380617811403	0.786	0.532	2.723468530638179e-40	6.430879640096117e-26	0.457551353342623	0.795	0.697	1.3342789077271424e-21	1.4855690133249346e-42	0.7410556019790542	0.764	0.504	3.0822585888465744e-38	6.430879640096117e-26	3.937924422553757e-44	0.457551353342623
Mir155hg	1.8013929741496294e-39	0.5316267736852994	0.264	0.023	3.737530142765651e-35	1.141573097547452e-68	0.4710119577161016	0.297	0.059	2.3685358627914534e-64	1.8698843592460267e-28	0.4541359650126781	0.226	0.023	3.879636068563656e-24	1.8698843592460267e-28	3.4247192926423464e-68	0.4541359650126781
Fgl2	3.5045696163132273e-37	0.4529370719063671	0.473	0.163	7.271281039926685e-33	7.112632105531614e-74	0.6428626236295605	0.498	0.171	1.4757289092556994e-69	1.227090250430229e-30	0.4574878655819805	0.44	0.162	2.545966851592639e-26	1.227090250430229e-30	2.133789631659488e-73	0.4529370719063671
Ckb	4.2845757043830355e-26	0.5463105807657409	0.713	0.434	8.889637671453921e-22	7.916497907474729e-17	0.44800687007038764	0.682	0.516	1.6425149858428568e-12	3.316815852350501e-21	0.5005421856928463	0.681	0.444	6.88172953045682e-17	7.916497907474729e-17	1.285372711314909e-25	0.44800687007038764
Ly6a	1.8767142670712196e-10	0.5778319047860592	0.25	0.13	3.893806761319366e-6	3.6360517167482635e-34	0.6024486807107408	0.28	0.105	7.544080101909296e-30	1.9832289923249386e-15	0.4445841096793729	0.27	0.109	4.114803513275783e-11	1.8767142670712196e-10	1.090815515024474e-33	0.4445841096793729
Slc7a11	2.4310617002498274e-20	0.440077008190185	0.148	0.015	5.043966815678342e-16	4.980684019990524e-28	0.4988776478592557	0.148	0.036	1.033392320467634e-23	2.4553381801831958e-21	0.6206349163035743	0.18	0.021	5.094335656244095e-17	2.4310617002498274e-20	1.4942052059971581e-27	0.440077008190185
Emb	6.151597331523911e-35	0.4395640405548621	0.488	0.175	1.2763334143445811e-30	5.568904498318339e-92	0.5898376540364879	0.537	0.163	1.155436305311089e-87	1.5537817547775284e-36	0.5298268477535063	0.459	0.139	3.223786384812416e-32	6.151597331523911e-35	1.6706713494955055e-91	0.4395640405548621
Bcl2a1d	1.6186896305929517e-47	0.8011598091923932	0.331	0.042	3.3584572455542564e-43	2.8131314374899202e-42	0.43953374603753287	0.311	0.108	5.836685106504086e-38	2.084732293540732e-32	0.7990860546024979	0.294	0.053	4.325402562638311e-28	2.084732293540732e-32	4.85606889177883e-47	0.43953374603753287
Lilr4b	2.562359948622722e-32	0.6535027811835108	0.861	0.698	5.316384421402424e-28	5.950522062661351e-19	0.4378862276775788	0.871	0.798	1.234614317560977e-14	6.8141873552044615e-28	0.5179790035519103	0.858	0.658	1.4138075924578217e-23	5.950522062661351e-19	7.68707984586818e-32	0.4378862276775788
Gngt2	4.692925377836821e-32	0.45862481616173933	0.33	0.087	9.736881573935835e-28	2.409211853200084e-59	0.4536648428186926	0.33	0.089	4.9986327530195344e-55	5.068560614816739e-29	0.4296401696127403	0.332	0.09	1.0516249563621771e-24	5.068560614816739e-29	7.227635559600302e-59	0.4296401696127403
Pou2f2	1.333158987974238e-29	0.4496224288774058	0.439	0.169	2.766038268248949e-25	6.462607172757103e-51	0.4668522007741762	0.476	0.201	1.3408617362036436e-46	4.405306463785706e-20	0.4294969338211373	0.367	0.152	9.140129851062583e-16	4.405306463785706e-20	1.9387821518271247e-50	0.4294969338211373
Lgals3bp	9.977769093632268e-39	0.4945239947673913	0.434	0.131	2.070187531546823e-34	1.9918632542088324e-56	0.4252842063603827	0.469	0.182	4.132717879832486e-52	1.5425451121164042e-34	0.6085504635666545	0.413	0.141	3.200472598619115e-30	1.5425451121164042e-34	5.9755897626265125e-56	0.4252842063603827
H2-Q4	2.5866948926484096e-36	0.4245266273337209	0.462	0.16	5.366874563266921e-32	2.717803655727906e-90	0.5795011643372849	0.555	0.187	5.638899024904259e-86	2.0981854556147075e-32	0.43683369605458394	0.443	0.16	4.353315183309395e-28	2.0981854556147075e-32	8.153410967183664e-90	0.4245266273337209
Traf1	9.85281426270601e-39	0.5780763044873837	0.283	0.036	2.044261903226243e-34	1.044875147444769e-73	0.5958932478131209	0.296	0.052	2.167906955918407e-69	5.708121098749528e-27	0.42309220224046756	0.263	0.051	1.184320965568552e-22	5.708121098749528e-27	3.1346254423342586e-73	0.42309220224046756
Il1a	4.735479919249763e-34	0.9429681074347794	0.258	0.036	9.825173736459407e-30	7.136506493086767e-19	0.42130498664643357	0.263	0.133	1.4806823671856424e-14	1.1711022785667378e-15	0.5810921948026966	0.165	0.035	2.4298030075702674e-11	1.1711022785667378e-15	1.4206439757749327e-33	0.42130498664643357
Noct	4.559114981575422e-35	0.5444757250387923	0.354	0.094	9.459251763772686e-31	2.7609898111318407e-37	0.4180957032395899	0.412	0.183	5.728501660136343e-33	4.1545976775774485e-25	0.46142020858324373	0.312	0.09	8.61995926143769e-21	4.1545976775774485e-25	8.282969433395531e-37	0.4180957032395899
Osm	2.7746795092229886e-32	0.6230053063552717	0.385	0.125	5.7569050457358565e-28	7.884958697005817e-30	0.4116541476938036	0.423	0.215	1.635971230454767e-25	5.605255058495666e-32	0.5802835249424021	0.385	0.12	1.1629783195366808e-27	7.884958697005817e-30	8.324038527668988e-32	0.4116541476938036
Mrpl52	4.302391100043618e-38	0.5917436665603271	0.715	0.4	8.926601054370498e-34	1.021696439345113e-31	0.41117115006050087	0.701	0.46	2.1198157723532403e-27	3.200183113658052e-28	0.4105535030166516	0.659	0.392	6.639739924217726e-24	3.200183113658052e-28	1.2907173300130753e-37	0.4105535030166516
Napsa	7.419760776252401e-34	0.418916340612671	0.266	0.041	1.5394519658568483e-29	2.1453614285213595e-89	0.4170906798503945	0.289	0.029	4.4511958918961166e-85	2.9771553175166662e-31	0.41022420093043843	0.284	0.046	6.177001852783579e-27	2.9771553175166662e-31	6.436084285564098e-89	0.41022420093043843
Lilrb4a	4.0790230227894e-31	0.5427188391976294	0.861	0.694	8.463156967683448e-27	3.2816660408606537e-21	0.4063931476113565	0.864	0.788	6.808800701577684e-17	7.562291148865218e-35	0.5489954691548316	0.867	0.668	1.5690241675665554e-30	3.2816660408606537e-21	2.2686873446595717e-34	0.4063931476113565
Tmem176a	4.722362752708805e-31	0.6353547541214519	0.556	0.281	9.797958239320229e-27	5.548151296920906e-55	0.6405473362734239	0.629	0.35	1.1511304310851494e-50	2.508220848889919e-17	0.40626967303466177	0.535	0.319	5.204056617276804e-13	2.508220848889919e-17	1.6644453890762736e-54	0.40626967303466177
Ccl8	1.6408723571956297e-7	1.1129695129947548	0.225	0.128	0.0034044819667094924	1.7894915293572744e-32	1.188019679956355	0.288	0.114	3.712837025110473e-28	0.00147291652818101	0.40538281339984206	0.176	0.118	1	0.00147291652818101	5.3684745880718e-32	0.40538281339984206
Neurl3	2.8521482642421232e-37	0.4046560625215617	0.418	0.119	5.917637218649557e-33	3.4450984040853613e-71	0.46320535373416516	0.465	0.15	7.147890168796307e-67	3.52895526470828e-26	0.42872233724872627	0.391	0.146	7.321876383216739e-22	3.52895526470828e-26	1.0335295212256207e-70	0.4046560625215617
Gpr132	2.5662424597138033e-36	0.4043754856851034	0.359	0.083	5.324439855414199e-32	1.847481518663583e-107	0.6145229573479081	0.415	0.071	3.833154654923202e-103	6.857324103870613e-39	0.5119562966628662	0.369	0.076	1.4227576050710748e-34	2.5662424597138033e-36	5.542444555990673e-107	0.4043754856851034
Rab20	2.4344093049411857e-37	0.5346905292585513	0.296	0.047	5.050912425891972e-33	3.076742268746388e-54	0.41535465983171427	0.328	0.096	6.383624859195006e-50	7.147406968040066e-25	0.40395473116136865	0.266	0.06	1.482943997728953e-20	7.147406968040066e-25	9.230226806239147e-54	0.40395473116136865
Il2rg	9.458091913081183e-44	0.48012199404402633	0.34	0.057	1.9623649101260837e-39	8.970482064708305e-83	0.43242320366365583	0.377	0.082	1.861195618785679e-78	5.568708982530749e-30	0.4026127176202744	0.296	0.062	1.1553957396954797e-25	5.568708982530749e-30	2.6911446194125005e-82	0.4026127176202744
Psme2	6.043015980168178e-17	0.40248949852932914	0.527	0.317	1.2538049555652936e-12	1.1609217521950316e-36	0.45191115305645224	0.591	0.341	2.4086804514542514e-32	5.939375608198512e-25	0.4992109409794412	0.53	0.291	1.2323016511890273e-20	6.043015980168178e-17	3.482765256585081e-36	0.40248949852932914
Ifi47	1.425120290044022e-25	0.4008533614070173	0.225	0.042	2.9568395777833367e-21	3.1246075422279574e-76	0.4258474423938611	0.283	0.04	6.482935728614567e-72	4.101182324185124e-28	0.45538665208786133	0.218	0.021	8.509133086219295e-24	1.425120290044022e-25	9.373822626683839e-76	0.4008533614070173
Clec4a2	2.6971664544821818e-21	0.45751632176751467	0.654	0.406	5.596080959759631e-17	4.893036423875298e-34	0.4066935418966997	0.65	0.407	1.0152071972256468e-29	6.787818668011138e-21	0.3995190295783204	0.633	0.397	1.408336617238951e-16	6.787818668011138e-21	1.4679109271625864e-33	0.3995190295783204
Unc93b1	8.345457180008126e-25	0.40226034406575417	0.864	0.733	1.731515455708086e-20	2.405923845829027e-79	0.6515225840479204	0.874	0.757	4.991810795326065e-75	2.4061330232881903e-21	0.3963196500386612	0.867	0.688	4.9922447967183374e-17	2.4061330232881903e-21	7.217771537487086e-79	0.3963196500386612
Stap1	1.1613071211135563e-25	0.5396011635926073	0.247	0.056	2.4094800148864066e-21	1.7352214728323e-45	0.3943816660727256	0.243	0.06	3.6002375118324564e-41	1.5396099007352783e-23	0.4856025890450788	0.241	0.051	3.1943826220455553e-19	1.5396099007352783e-23	5.205664418496896e-45	0.3943816660727256
Socs3	3.714491109713846e-30	0.5857295943685772	0.716	0.457	7.706826154434287e-26	5.7334579932608385e-47	0.677420986341807	0.744	0.523	1.1895778644417588e-42	1.105453267525658e-17	0.3898486086986144	0.688	0.451	2.2935944394622353e-13	1.105453267525658e-17	1.720037397978254e-46	0.3898486086986144
Gbp3	1.2545593285781387e-22	0.3889884771556229	0.236	0.06	2.6029596949339223e-18	9.835145465705978e-55	0.38843882232213733	0.266	0.06	2.0405959812246762e-50	3.0251017349440824e-27	0.47243732155034895	0.252	0.044	6.276481079661983e-23	1.2545593285781387e-22	2.95054363971177e-54	0.38843882232213733
Abcg1	2.577146471727466e-25	0.38253053611251964	0.388	0.152	5.347063499540146e-21	3.832055143935735e-48	0.45566030971868843	0.464	0.198	7.950748012637863e-44	1.6302926192117145e-28	0.5078135168923494	0.383	0.132	3.3825311263404654e-24	2.577146471727466e-25	1.149616543180716e-47	0.38253053611251964
Vim	8.375670487274661e-44	0.6228298639298284	0.968	0.952	1.7377841126997466e-39	3.9617678366467005e-42	0.5012826321270376	0.964	0.982	8.219875907474574e-38	5.373894780362065e-19	0.3781614068826409	0.97	0.933	1.1149756890295214e-14	5.373894780362065e-19	2.512701146182393e-43	0.3781614068826409
Cd44	5.228686103023939e-19	0.3766964657721541	0.866	0.719	1.084847792655407e-14	8.378479153730328e-20	0.4263843077829854	0.867	0.806	1.7383668548159685e-15	5.5793104065551444e-37	0.6160734821453713	0.9	0.677	1.1575953231520614e-32	5.228686103023939e-19	1.673793121966529e-36	0.3766964657721541
Ciita	1.804762081139191e-42	0.46056868993671096	0.28	0.023	3.7445203659475936e-38	8.775106060885122e-102	0.505336854255605	0.294	0.021	1.820659005512445e-97	1.35382184769236e-28	0.37475609619364125	0.22	0.018	2.8089095695921087e-24	1.35382184769236e-28	2.6325318182655652e-101	0.37475609619364125
Fcgr4	1.0446963997282319e-35	0.53895892751860075	0.221	0.011	2.1675360901561355e-31	7.19808097365648e-73	0.3729661840690615	0.223	0.018	1.4934578404142465e-68	1.7578905117726742e-26	0.47467982463733355	0.205	0.019	3.6472712338259445e-22	1.7578905117726742e-26	2.1594242920969472e-72	0.3729661840690615
Itgb7	2.5900518652312906e-29	0.38254596248975353	0.244	0.039	5.373839609981882e-25	3.0736339294233275e-87	0.4658787349487129	0.269	0.023	6.37717567676752e-83	4.6666887420206296e-30	0.3729488813043448	0.269	0.042	9.682445801944402e-26	2.5900518652312906e-29	9.220901788270012e-87	0.3729488813043448
H2-M3	5.289203282734498e-31	0.3724633090229141	0.402	0.134	1.0974038971017536e-26	1.763906200639234e-67	0.3968044118806247	0.46	0.154	3.659752585086283e-63	5.183853556712455e-28	0.4331458717348372	0.374	0.129	1.0755459359467002e-23	5.183853556712455e-28	5.29171860191762e-67	0.3724633090229141
Lcp2	1.7538666711288464e-32	0.48493436381949295	0.622	0.32	3.6389225692581304e-28	3.1848156011338704e-28	0.3719343910730949	0.635	0.394	6.607855409232554e-24	2.2589894589676795e-27	0.47106265118278756	0.561	0.3	4.686951329466141e-23	2.2589894589676795e-27	5.261600013386517e-32	0.3719343910730949
Axl	3.2797740741734457e-25	0.3705868779705775	0.345	0.115	6.804875249095065e-21	1.7314161390583692e-34	0.433968136278944	0.364	0.156	3.592342205318305e-30	1.908242287475662e-20	0.4484864057228582	0.31	0.113	3.959221098054504e-16	1.908242287475662e-20	5.194248417175098e-34	0.3705868779705775
Gbp7	1.3198690620534035e-11	0.3903777140515732	0.361	0.207	2.7384643299484015e-7	2.684477805861428e-16	0.3678154874687297	0.388	0.232	5.56975455160129e-12	1.1309188124021524e-10	0.3764389072890889	0.322	0.183	2.3464303519719857e-6	1.1309188124021524e-10	8.053433417584253e-16	0.3678154874687297
AI504432	3.0237911749695034e-23	0.3665664923209418	0.284	0.086	6.273761929826726e-19	7.330097954473491e-46	0.4204796076434041	0.32	0.106	1.52084872359416e-41	2.764211818069476e-23	0.3876380468758238	0.29	0.085	5.735186680130549e-19	3.0237911749695034e-23	2.1990293863420367e-45	0.3665664923209418
Trem2	9.90273661959279e-47	0.7334028415463345	0.844	0.603	2.054619793833112e-42	6.280818692363914e-25	0.3639484854642543	0.807	0.676	1.3031442622916649e-20	2.3286315036805505e-33	0.6037394795627393	0.797	0.561	4.831444643836406e-29	6.280818692363914e-25	2.970820985877831e-46	0.3639484854642543
Psmb10	3.8762702234875626e-45	0.6251440789151038	0.502	0.175	8.042485459691995e-41	2.890161175884729e-41	0.38507228696502227	0.547	0.276	5.9965064077256354e-37	1.687215815856616e-19	0.36270771797863854	0.458	0.245	3.500635374739307e-15	1.687215815856616e-19	1.162881067046261e-44	0.36270771797863854
Itga4	1.7293020872932447e-22	0.3934172448220312	0.61	0.348	3.587955970716024e-18	3.204706846450431e-28	0.3714122828004385	0.68	0.445	6.649125765015354e-24	1.0455625835157022e-21	0.3619787316229969	0.586	0.346	2.1693332482783787e-17	1.0455625835157022e-21	9.614120539351266e-28	0.3619787316229969
Cd84	9.643796107044556e-23	0.363153677307392	0.568	0.308	2.0008948162896044e-18	5.5342728763053255e-30	0.3619708040389573	0.614	0.37	1.148250936375829e-25	2.267869188777391e-25	0.4199042544302326	0.562	0.296	4.705374992875331e-21	9.643796107044556e-23	1.6602818628915848e-29	0.3619708040389573
Bcl2l11	2.7443046982086334e-29	0.632034539165271	0.545	0.271	5.6938833878432725e-25	4.953737663134082e-16	0.35848776921182623	0.57	0.389	1.0278014903470593e-11	1.1485044719298255e-36	0.6767336386779237	0.574	0.27	2.382917078360002e-32	4.953737663134082e-16	3.445513415789491e-36	0.35848776921182623
Itpkb	3.842188743529082e-24	0.42872592252043373	0.444	0.202	7.971773205074138e-20	2.880638990499001e-28	0.3583767296057194	0.485	0.263	5.976749777487327e-24	1.1778446176096372e-17	0.39620288826417616	0.442	0.24	2.4437920126164754e-13	1.1778446176096372e-17	8.641916971496965e-28	0.3583767296057194
Fgr	8.064408861379043e-37	0.38932564629676103	0.286	0.042	1.6732035505589237e-32	4.1224661408220423e-75	0.39509404505151546	0.308	0.055	8.553292748977574e-71	6.553513346267678e-31	0.3570876745442339	0.276	0.042	1.359722949083618e-26	6.553513346267678e-31	1.2367398422466053e-74	0.3570876745442339
Cyba	7.444982049933199e-33	0.6017068569363406	0.904	0.808	1.54468487572014e-28	1.902004478374443e-53	0.6199090757592636	0.895	0.843	3.946278891731295e-49	1.8973020225557316e-18	0.3561759004120071	0.909	0.776	3.936522236398632e-14	1.8973020225557316e-18	5.7060134351232885e-53	0.3561759004120071
Gadd45b	2.74382043385453e-32	0.6533952030657073	0.696	0.407	5.692878636161379e-28	1.5090418348421507e-17	0.35473878680760906	0.735	0.587	3.130959998930494e-13	7.697436050221984e-26	0.4960344843271989	0.663	0.397	1.5970640317000573e-21	1.5090418348421507e-17	8.231461301563519e-32	0.35473878680760906
Odc1	2.1151653135898297e-9	0.6401203332729655	0.438	0.293	4.388544992636178e-5	9.45342387765907e-12	0.35171446783019045	0.463	0.327	1.961396386136704e-7	7.796301949543166e-13	0.6155951607221997	0.422	0.265	1.6175767284912162e-8	2.1151653135898297e-9	2.3388905848611297e-12	0.35171446783019045
Nfkb1	2.0646606449362155e-21	0.5737682825105175	0.788	0.611	4.28375790611366e-17	6.131949566273247e-5	0.3495729005722774	0.804	0.746	1	1.0019870917155393e-31	0.5841684320413112	0.801	0.577	2.0789228178914007e-27	6.131949566273247e-5	3.0059612751465975e-31	0.3495729005722774
Rapgef2	3.775409811864074e-21	0.34935458080295845	0.422	0.196	7.83322027765558e-17	1.347451352843602e-36	0.36974074477202334	0.488	0.238	2.795692066879906e-32	5.786299142757877e-25	0.44439459627122657	0.398	0.164	1.2005413461394042e-20	3.775409811864074e-21	4.042354058530823e-36	0.34935458080295845
Cfb	7.408975327978508e-19	0.3487951234584485	0.258	0.086	1.537214201048981e-14	3.9818166335094445e-55	0.4070218525523097	0.333	0.095	8.261473151205396e-51	8.708250072307202e-19	0.3988110111816757	0.251	0.079	1.8067877250022982e-14	8.708250072307202e-19	1.194544990052836e-54	0.3487951234584485
Tnfrsf1b	7.8013043942581e-41	0.6278189481460903	0.683	0.365	1.6186146357206705e-36	3.0745649770569654e-26	0.3452168704263723	0.71	0.498	6.379107414397792e-22	3.1101119500729963e-61	0.9546551515882689	0.713	0.362	6.452860274011453e-57	3.0745649770569654e-26	9.330335850219039e-61	0.3452168704263723
Il7r	1.4006418496918293e-20	0.34389609358569917	0.184	0.033	2.9060517097406073e-16	7.465655315550894e-58	0.4738799704432281	0.203	0.025	1.5489741648704995e-53	2.099920433433582e-23	0.3960197771950152	0.222	0.037	4.356914915287996e-19	1.4006418496918293e-20	2.2396965946652552e-57	0.34389609358569917
Casp4	8.533639411310268e-20	0.3436342709311444	0.623	0.359	1.7705595050586544e-15	2.0311206415256622e-35	0.4103032248741241	0.676	0.427	4.214169107037444e-31	6.113065138893655e-22	0.42933711884558534	0.573	0.326	1.2683387550176555e-17	8.533639411310268e-20	6.093361924576997e-35	0.3436342709311444
Cd274	9.754516033459945e-30	0.3828433485956593	0.203	0.017	2.0238669866222694e-25	4.6812278065672607e-51	0.3415943879226682	0.221	0.04	9.712611453065752e-47	3.725480343971489e-27	0.4441987234532342	0.209	0.018	7.729626617672046e-23	3.725480343971489e-27	1.4043683419701688e-50	0.3415943879226682
Selplg	5.341796207437211e-20	0.34056543741922407	0.516	0.278	1.1083158771190725e-15	9.749556051748876e-60	0.4578400555189662	0.61	0.281	2.0228378896168568e-55	1.6595980946614582e-33	0.5187771316237221	0.539	0.249	3.4433341268035936e-29	5.341796207437211e-20	2.924866815524695e-59	0.34056543741922407
