gene	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	3_p_val	3_avg_log2FC	3_pct.1	3_pct.2	3_p_val_adj	max_pval	minimump_p_val	min_FC
B4galnt1	1.299279510279096e-17	0.19122185403108194	0.28	0.107	2.6957451279270684e-13	3.06853099732706e-34	0.20137404210749832	0.333	0.133	6.366588113254185e-30	3.493257092486413e-13	0.2102075528495317	0.272	0.122	7.247809815490809e-9	3.493257092486413e-13	9.205592991981163e-34	0.19122185403108194
Ifngr1	1.5481488160415832e-10	0.19062741234251823	0.654	0.459	3.212099163523077e-6	9.83923556041084e-23	0.32374117657909984	0.704	0.489	2.041444594074041e-18	2.6597923197135077e-12	0.2225992009603983	0.643	0.446	5.518537104941586e-8	1.5481488160415832e-10	2.951770668123237e-22	0.19062741234251823
Slc2a6	4.1133896638795435e-18	0.25156926234134325	0.204	0.056	8.534460874617277e-14	1.0461919663722316e-14	0.19045549029214492	0.241	0.128	2.1706390918291062e-10	1.041921497187461e-18	0.2969046901590594	0.235	0.071	2.161778722364544e-14	1.0461919663722316e-14	3.1257644915623765e-18	0.19045549029214492
Samsn1	1.3897126055587846e-13	0.26424425979749977	0.282	0.13	2.8833757140133663e-9	7.401753885507342e-28	0.3539601387593918	0.341	0.163	1.5357158961650633e-23	9.182425327398862e-11	0.1904212228312711	0.255	0.122	1.9051696069287158e-6	9.182425327398862e-11	2.2205261656521967e-27	0.1904212228312711
Slfn8	1.7242275519252806e-16	0.24068715308036537	0.214	0.068	3.577427324734572e-12	5.338984414598683e-24	0.19032857151547278	0.238	0.094	1.1077324863409349e-19	5.145912826186169e-14	0.25241540756503905	0.183	0.053	1.0676739931771063e-9	5.145912826186169e-14	1.6016953243795962e-23	0.19032857151547278
Vasp	1.0937660720444071e-24	0.34944247440981235	0.459	0.21	2.269345846277736e-20	2.9115134969904303e-17	0.19031468356413694	0.492	0.3	6.040808203555745e-13	1.8269693711551016e-19	0.3406333648503389	0.458	0.247	3.790596051272605e-15	2.9115134969904303e-17	3.281298216133214e-24	0.19031468356413694
Sgk1	1.2102543660510851e-4	0.19024000340766534	0.308	0.217	1	0.002347280232016334	0.24356118403402982	0.354	0.283	1	1.1647550723071072e-10	0.22707471063356321	0.383	0.226	2.416633824022786e-6	0.002347280232016334	3.494265216514333e-10	0.19024000340766534
Irf7	3.8052208057298256e-17	0.2893679909093058	0.158	0.032	7.895072127728242e-13	4.03700965798284e-24	0.18807542949529651	0.172	0.055	8.375987638382796e-20	7.392706859999313e-21	0.31343055328089464	0.195	0.032	1.5338388193126576e-16	3.8052208057298256e-17	1.2111028973948464e-23	0.18807542949529651
Pld3	1.4063403396874574e-8	0.24614684036925727	0.528	0.362	2.917874936783537e-4	3.4184693656942427e-6	0.18782878448419638	0.582	0.441	0.07092640239942415	7.047320185262405e-11	0.27003348066157673	0.497	0.328	1.462177992038244e-6	3.4184693656942427e-6	2.1141960554297312e-10	0.18782878448419638
Ctsd	1.1985050385134597e-4	0.18451994487654266	0.863	0.798	1	1.8208618650611212e-9	-0.6278007787105975	0.879	0.88	3.777924197628814e-5	1.5108675957019935e-7	0.34654013501599046	0.883	0.755	0.003134748087562496	1.1985050385134597e-4	5.4625855852367585e-9	0.18451994487654266
Tkt	2.938181585246166e-13	0.24635335401047032	0.579	0.359	6.096139153068745e-9	2.4886975255605236e-15	0.18328230917138477	0.623	0.413	5.1635496260329746e-11	2.480708552824161e-14	0.2819849107320944	0.592	0.386	5.14697410539957e-10	2.938181585246166e-13	7.466092576681535e-15	0.18328230917138477
Ak2	1.2194526224688155e-25	0.37510486014465083	0.34	0.118	2.5301203010982984e-21	9.657176743176772e-38	0.27319496618025146	0.376	0.152	2.0036710306743166e-33	1.0942382148964086e-10	0.18272317789320747	0.296	0.155	2.2703254482670687e-6	1.0942382148964086e-10	2.8971530229530112e-37	0.18272317789320747
Mdm2	4.0589571240193303e-10	0.1826490258731588	0.648	0.46	8.421524240915306e-6	0.13047990490946537	-0.25668874871048963	0.697	0.626	1	7.32216143075908e-10	0.3186672984741452	0.655	0.487	1.5192020536538939e-5	0.13047990490946537	1.2176871367115445e-9	0.1826490258731588
Casp1	3.189296679294618e-23	0.30428719353496625	0.398	0.163	6.617152750200474e-19	4.471607834589406e-22	0.182504289323153	0.443	0.238	9.2776919352061e-18	1.0173394024837072e-12	0.22799359707962996	0.351	0.187	2.1107757922731956e-8	1.0173394024837072e-12	9.567890037883802e-23	0.182504289323153
Bst1	2.921213556758072e-11	0.225828382950288	0.292	0.149	6.060933887561647e-7	1.0865804154834327e-13	0.18184950300086666	0.365	0.224	2.254437046045026e-9	2.2367426467380188e-13	0.31029811036579946	0.326	0.166	4.640793643452041e-9	2.921213556758072e-11	3.259741246449949e-13	0.18184950300086666
Susd6	1.4306982635466498e-17	0.2414676538552072	0.555	0.315	2.968412757206589e-13	1.9446571967897063e-14	0.1816025050177329	0.617	0.414	4.034774751899283e-10	4.3412713353627257e-16	0.3336602722414681	0.511	0.3	9.007269766610584e-12	1.9446571967897063e-14	4.2920947906399486e-17	0.1816025050177329
Skil	6.178535408283776e-29	0.49529168939551527	0.792	0.541	1.2819225265107177e-24	2.2549914246252143e-7	0.17985647126810456	0.807	0.703	0.004678656207812395	2.888090793460548e-37	0.566316162619594	0.782	0.504	5.9922107782719445e-33	2.2549914246252143e-7	8.664272380381618e-37	0.17985647126810456
Ly9	2.968933170491605e-21	0.17885739636811096	0.192	0.035	6.159942542135982e-17	1.774973912940901e-49	0.25815563812295095	0.227	0.045	3.682715874569782e-45	2.8308373043579823e-13	0.20010300292437905	0.178	0.053	5.8734212390819415e-9	2.8308373043579823e-13	5.324921738822694e-49	0.17885739636811096
Ifih1	5.8898949262085395e-19	0.2288393372686366	0.216	0.056	1.2220353992897478e-14	4.711876574299047e-36	0.17844575476914118	0.261	0.082	9.776201516355662e-32	2.4462598060859945e-15	0.2611696769268629	0.204	0.062	5.0754998456672214e-11	2.4462598060859945e-15	1.413562972289712e-35	0.17844575476914118
Creg1	3.4391633147629154e-8	0.21942696017893892	0.641	0.466	7.135576045470096e-4	3.55884634604404e-7	0.1878269329620752	0.714	0.55	0.007383894398772174	7.57881541488227e-10	0.1780836269820958	0.632	0.45	1.5724526222797732e-5	3.55884634604404e-7	2.273644622741534e-9	0.1780836269820958
Zc3h12a	4.5863018812918764e-27	0.4195928362062451	0.587	0.302	9.515659143304385e-23	7.738010360760587e-18	0.19927054066025285	0.611	0.41	1.6054823896506066e-13	1.6533524330134248e-13	0.17800429486202485	0.526	0.319	3.430375628016254e-9	1.6533524330134248e-13	1.3758905643875582e-26	0.17800429486202485
Anxa2	1.3179449825883168e-12	0.36966149491638456	0.837	0.715	2.7344722498742398e-8	0.34759792922857724	0.17795777696866288	0.832	0.829	1	5.0572088875241865e-20	0.5075848208312879	0.85	0.695	1.0492696999835182e-15	0.34759792922857724	1.5171626662572479e-19	0.17795777696866288
Cotl1	2.142046145377314e-23	0.37258285886911224	0.828	0.643	4.444317342428852e-19	2.8017316251719067e-30	0.4064197440977091	0.839	0.719	5.813032775906672e-26	1.0606131814847565e-9	0.17562468785750718	0.808	0.661	2.2005602289445727e-5	1.0606131814847565e-9	8.405194875515698e-30	0.17562468785750718
Dennd4a	5.9575146018706666e-5	0.1753272369596146	0.688	0.541	1	3.121207054207999e-19	0.48336284305997324	0.737	0.549	6.475880396070757e-15	1.2772469142808362e-16	0.34378759642150003	0.708	0.487	2.650031897749879e-12	5.9575146018706666e-5	9.363621162623985e-19	0.1753272369596146
Npc2	2.290108650161653e-29	0.44522411125426453	0.921	0.849	4.751517427355398e-25	6.093739494704542e-12	0.17377081539403783	0.904	0.917	1.2643290703612983e-7	4.891416074687063e-14	0.2821255303044059	0.928	0.834	1.0148710071760718e-9	6.093739494704542e-12	6.870325950484907e-29	0.17377081539403783
Ndufb1-ps	2.9664022654808497e-6	0.17326059835032503	0.819	0.679	0.06154691420419667	2.6446660421767584e-13	0.2929757360394445	0.801	0.737	5.4871531043083386e-9	1.0732900568772543e-11	0.2024049841724409	0.802	0.642	2.2268622100089271e-7	2.9664022654808497e-6	7.933998126528184e-13	0.17326059835032503
Spp1	3.99185365313689e-8	0.1730234962436702	0.153	0.066	8.282297959528419e-4	6.949335650298336e-31	0.27815270541076403	0.222	0.07	1.4418481607238988e-26	1.61435238589115e-9	0.17491116361995307	0.166	0.063	3.349458330246958e-5	3.99185365313689e-8	2.0848006950894995e-30	0.1730234962436702
Ccl2	1.8114608988453526e-12	0.6105763380756453	0.787	0.67	3.7584190729243376e-8	1.2982175304331736e-7	0.4392518311913536	0.814	0.752	0.0026935417321427486	1.2696777525575157e-7	0.1720975866433383	0.746	0.563	0.0026343274010063337	1.2982175304331736e-7	5.434382696526219e-12	0.1720975866433383
Ccnd2	5.5642852915402704e-8	0.17195293791985453	0.128	0.05	0.0011544779122887752	1.2880203023937533e-22	0.2819018291364384	0.132	0.035	2.6723845234065592e-18	1.0232785239865385e-9	0.22096727113183606	0.125	0.035	2.12309828156727e-5	5.5642852915402704e-8	3.8640609071812632e-22	0.17195293791985453
Sp110	1.3249837920529867e-16	0.23919246394062194	0.334	0.148	2.7490763717515367e-12	2.1057966137483077e-31	0.2150483577254455	0.398	0.183	4.369106814204989e-27	9.26126890266608e-15	0.17164843215066722	0.305	0.136	1.9215280719251582e-10	9.26126890266608e-15	6.3173898412449e-31	0.17164843215066722
Zyx	5.063921363306317e-16	0.397506838762234	0.747	0.54	1.0506624044587947e-11	8.917966871341469e-20	0.34624093121510824	0.771	0.61	1.850299766465928e-15	2.0982623635897034e-7	0.17084969484595702	0.689	0.559	0.004353474751975917	2.0982623635897034e-7	2.675390061402436e-19	0.17084969484595702
Zfp800	3.90514960269132e-18	0.30891591904455784	0.425	0.216	8.10240439566395e-14	2.274308822420173e-19	0.24715387672603173	0.495	0.288	4.718735944757375e-15	7.260132651692273e-11	0.17029908492439993	0.373	0.213	1.5063323225731129e-6	7.260132651692273e-11	6.822926467260494e-19	0.17029908492439993
Eef1a1	8.340417286259069e-80	0.5025824817493305	0.982	0.977	1.7304697785530315e-75	1.733926096273032e-49	0.27086267403239983	0.979	0.993	3.597549864547287e-45	1.4497971918719538e-9	0.17025232940289126	0.987	0.966	3.0080392136959297e-5	1.4497971918719538e-9	2.502125185877685e-79	0.17025232940289126
Cmtm7	6.147684691875957e-21	0.3699200081184806	0.662	0.407	1.2755216198704236e-16	6.379373780074067e-17	0.27222785973756247	0.695	0.514	1.3235924718897676e-12	7.210595715916857e-12	0.16957829595436036	0.601	0.43	1.4960543991384296e-7	7.210595715916857e-12	1.8443054075627875e-20	0.16957829595436036
Rpl4	1.0181229943403848e-19	0.3400746450572978	0.891	0.76	2.1124015886574304e-15	2.244216838163893e-8	0.1725149693903072	0.869	0.849	4.656301095822445e-4	2.3107478092568168e-9	0.1694405544316422	0.88	0.732	4.794339554646043e-5	2.244216838163893e-8	3.0543689830211455e-19	0.1694405544316422
Slc11a1	1.5638052834865575e-10	0.21467323123946724	0.424	0.249	3.2445832021779096e-6	1.1919730274487007e-14	0.16889052446067754	0.504	0.319	2.473105637350564e-10	1.331861722230989e-10	0.2012834759326153	0.417	0.257	2.763346701284856e-6	1.5638052834865575e-10	3.5759190823460715e-14	0.16889052446067754
Zfp516	5.847878053874994e-11	0.18003146899407324	0.303	0.157	1.2133177386179837e-6	8.050795191030068e-23	0.19903052937384313	0.393	0.201	1.6703789862349184e-18	1.0101442979207187e-9	0.16879077435257617	0.273	0.146	2.095847389325907e-5	1.0101442979207187e-9	2.415238557309008e-22	0.16879077435257617
Sema4d	3.3306070257825527e-13	0.1685187238030858	0.128	0.027	6.91034345709364e-9	8.740614015649816e-38	0.19799153612457795	0.141	0.019	1.8135025959670237e-33	9.599843141984874e-17	0.1963776383110329	0.152	0.021	1.9917754550990216e-12	3.3306070257825527e-13	2.6221842046949284e-37	0.1685187238030858
Rpl19	4.1722595076761973e-50	0.5005111048918325	0.968	0.941	8.656604026526574e-46	1.4160661814211868e-29	0.25919052484361105	0.944	0.981	2.9380541132126783e-25	2.077111601502944e-11	0.16806202961271755	0.973	0.914	4.309591150798308e-7	2.077111601502944e-11	1.2516778523028542e-49	0.16806202961271755
Aoah	8.281718314286256e-22	0.26260738772734915	0.252	0.066	1.7182909158481125e-17	1.238557962119967e-60	0.3439468333191848	0.296	0.065	2.5697600598065078e-56	7.745840777463872e-11	0.1679171672437501	0.195	0.078	1.6071070445082043e-6	7.745840777463872e-11	3.715673886359868e-60	0.1679171672437501
Zc3h12c	9.409492717338156e-12	0.2021322341345287	0.21	0.087	1.9522815489933205e-7	5.697881937829813e-16	0.16615983483162933	0.235	0.117	1.1821965444609294e-11	1.3476701582932302e-11	0.19331088829544046	0.18	0.063	2.796146044426794e-7	1.3476701582932302e-11	1.7093645813489376e-15	0.16615983483162933
Abca1	5.36237736442587e-9	0.27936273270941303	0.782	0.664	1.1125860555710795e-4	6.088592759526329e-4	0.16549574139863887	0.816	0.762	1	3.7487826817460075e-6	0.17462661451549222	0.745	0.621	0.07777974308086616	6.088592759526329e-4	1.608713200701238e-8	0.16549574139863887
Pik3ap1	2.9697299070637835e-27	0.39864933874812614	0.598	0.312	6.161595611175939e-23	1.4123510014247906e-11	0.16533290367715314	0.642	0.451	2.9303458577561556e-7	1.3691437482212256e-22	0.4255039943055785	0.57	0.319	2.840699448809399e-18	1.4123510014247906e-11	8.909189721191332e-27	0.16533290367715314
Pfkp	3.921887987231687e-11	0.21218122112580506	0.443	0.262	8.137133195908303e-7	6.928748566950237e-12	0.16487197580594082	0.495	0.327	1.437576752670835e-7	8.108022523262647e-14	0.2821298472864867	0.433	0.257	1.682252513126534e-9	3.921887987231687e-11	2.4324067569785965e-13	0.16487197580594082
Mxd1	3.0013367965450665e-14	0.38427578802382123	0.26	0.115	6.227173585471704e-10	4.7028097694981174e-11	0.16479862206608953	0.295	0.18	9.757389709754693e-7	1.0391206943252703e-20	0.5574487349647688	0.326	0.127	2.1559676165860708e-16	4.7028097694981174e-11	3.117362082975801e-20	0.16479862206608953
Ell2	3.816054006059276e-24	0.3420446103292637	0.444	0.195	7.917548851771786e-20	2.858571172265449e-8	0.16420275019929542	0.482	0.344	5.930963468216353e-4	1.5456448489298243e-22	0.2763168095316011	0.457	0.215	3.2069039325595993e-18	2.858571172265449e-8	1.144816201817781e-23	0.16420275019929542
Rnf149	4.8804180445800145e-15	0.234038295772451	0.223	0.078	1.0125891358894614e-10	1.2012525435447027e-18	0.16918601059186544	0.296	0.145	2.492358777346549e-14	5.916266951992996e-13	0.16381595882596833	0.242	0.099	1.2275070671995068e-8	5.916266951992996e-13	3.603757630634104e-18	0.16381595882596833
Plec	6.53168517041934e-7	0.20729398068957083	0.753	0.615	0.013551940391586047	5.2116997773228e-8	-0.2233494560722007	0.771	0.782	0.0010813234697989345	2.9404911846685032e-6	0.16281036056666398	0.793	0.66	0.061009311099502105	2.9404911846685032e-6	1.5635098517113953e-7	0.16281036056666398
Itgb2	6.847020913638346e-17	0.367011217971942	0.706	0.499	1.420619899161684e-12	2.569991192935248e-6	0.16238795234438808	0.752	0.617	0.053322177271020524	5.0348369674177484e-39	0.6449890275408314	0.726	0.436	1.0446279739998344e-34	2.569991192935248e-6	1.5104510902253215e-38	0.16238795234438808
Fermt3	1.9204876070387401e-28	0.3964718674741372	0.666	0.362	3.984627687083978e-24	1.952738579260069e-20	0.2692514470471372	0.69	0.473	4.051542004248791e-16	3.6149678954689927e-10	0.16164388020138865	0.586	0.413	7.500335389519066e-6	3.6149678954689927e-10	5.7614628211161885e-28	0.16164388020138865
Ptpn6	2.3992112572341516e-8	0.19477891705965544	0.53	0.363	4.977883516509417e-4	1.8199356671806666e-11	0.16158809990320389	0.595	0.408	3.776002522266447e-7	1.2851468584873398e-7	0.20362451734957598	0.496	0.354	0.002666422701989533	1.2851468584873398e-7	5.459807001442642e-11	0.16158809990320389
Txn1	0.001540902605587935	0.1612869935167014	0.805	0.694	1	0.1699545947583042	0.20979779986660052	0.814	0.777	1	3.6055792046515636e-18	0.5798316890432846	0.816	0.665	7.480855733811064e-14	0.1699545947583042	1.0816737613954672e-17	0.1612869935167014
Olfm1	1.8182351847286865e-11	0.16065237082430145	0.286	0.137	3.772474361275079e-7	6.857209016004658e-43	0.3153753937949182	0.349	0.125	1.4227337266406465e-38	3.877127051097197e-16	0.28266122668729843	0.259	0.095	8.044263205616465e-12	1.8182351847286865e-11	2.0571627048013946e-42	0.16065237082430145
Ehd1	2.5356177361573595e-6	0.2270413328701637	0.717	0.585	0.052608996789792896	5.717284868435911e-6	-0.2167262353185977	0.747	0.742	0.11862222645030829	6.99904742520037e-7	0.16022249129742439	0.724	0.563	0.01452162359780573	5.717284868435911e-6	2.0997127579605083e-6	0.16022249129742439
Dnaja1	1.217644583933843e-4	0.1602212879668321	0.793	0.67	1	5.522766826512909e-13	-0.29807861916547296	0.784	0.801	1.1458636611648983e-8	4.347653834670291e-14	0.397398341950828	0.803	0.649	9.02051217617392e-10	1.217644583933843e-4	1.3042961504010304e-13	0.1602212879668321
Rnf213	2.3720023302903088e-14	0.16758457517636804	0.264	0.112	4.921430434886333e-10	2.4430471252501803e-22	0.16005027838091462	0.336	0.163	5.068834175469074e-18	2.3559614038270644e-20	0.36896438435677387	0.304	0.108	4.888148720660393e-16	2.3720023302903088e-14	7.329141375750517e-22	0.16005027838091462
Ifngr2	4.660061361908079e-13	0.19757201745798358	0.47	0.271	9.668695313686882e-9	3.2282028158585855e-16	0.15968252820063278	0.532	0.328	6.6978752023433936e-12	2.7984388074254224e-19	0.26546970774169054	0.5	0.273	5.8062008376462665e-15	4.660061361908079e-13	8.395316422276241e-19	0.15968252820063278
Mefv	2.345085315110055e-16	0.21980511093933555	0.137	0.021	4.865583011790342e-12	4.183615819902465e-39	0.26325191810821513	0.148	0.021	8.680166103133634e-35	1.0811391991330396e-11	0.15960362424829933	0.133	0.03	2.2431476103612306e-7	1.0811391991330396e-11	1.2550847459707338e-38	0.15960362424829933
Fau	1.102708723822328e-21	0.29954275589397383	0.981	0.98	2.2879000601865658e-17	2.013650310709307e-16	0.19051526057760082	0.969	0.991	4.177921664659671e-12	1.429784883001506e-10	0.15931647613140143	0.988	0.965	2.9665176752515245e-6	1.429784883001506e-10	3.308126171466979e-21	0.15931647613140143
Snrpf	2.6710708178250604e-7	0.18336749445268397	0.696	0.499	0.005541937732823435	2.2072952014773613e-11	0.18356826586785568	0.717	0.542	4.5796960840252295e-7	2.6843431873723553e-11	0.1588577651872134	0.653	0.444	5.569475245160163e-7	2.6710708178250604e-7	6.621885604285917e-11	0.1588577651872134
Lcp1	4.80068121661889e-8	0.24617512429523147	0.855	0.738	9.960453388240871e-4	2.1088712118583967e-4	0.1587899875674159	0.864	0.829	1	5.392809166450335e-10	0.19879382969267656	0.874	0.734	1.1189000458551155e-5	2.1088712118583967e-4	1.6178427490626318e-9	0.1587899875674159
Pmepa1	0.36098803833401816	-0.5738159459074377	0.434	0.386	1	5.636610389194e-8	-0.9904419576770913	0.501	0.481	0.0011694839235499711	1.1066368084181012e-6	0.15851735727541527	0.481	0.335	0.022960500501058762	0.36098803833401816	1.6909830214440737e-7	0.15851735727541527
Znfx1	7.631434085121403e-14	0.18122765693680898	0.314	0.145	1.5833699439809887e-9	1.1082682449451846e-25	0.191271264271066	0.378	0.177	2.2994349546122688e-21	1.132931177641048e-8	0.15845273182728348	0.258	0.139	2.3506056073696464e-4	1.132931177641048e-8	3.3248047348355365e-25	0.15845273182728348
Cd180	1.8303252083513292e-22	0.2820131218815936	0.35	0.131	3.797558742287338e-18	2.3635132072999818e-15	0.1577587018740747	0.387	0.224	4.903817202506002e-11	4.159935444744937e-9	0.20743178475674373	0.292	0.166	8.631034060756795e-5	4.159935444744937e-9	5.490975625053976e-22	0.1577587018740747
Il18bp	3.125513527863876e-18	0.22294136417179355	0.124	0.009	6.48481546761197e-14	1.848940525945026e-33	0.15759370157196628	0.128	0.018	3.83618180323074e-29	5.791314500982742e-15	0.17705622789379388	0.117	0.009	1.2015819326638994e-10	5.791314500982742e-15	5.546821577835056e-33	0.15759370157196628
AU020206	3.723798901617733e-19	0.23524154815575674	0.2	0.047	7.726137961076473e-15	2.928183907876494e-16	0.15756029506543545	0.205	0.095	6.07539597206215e-12	4.574356114009102e-22	0.32961567066278774	0.23	0.048	9.490874065346085e-18	2.928183907876494e-16	1.372306834202727e-21	0.15756029506543545
Gm42418	8.638017060250448e-45	0.15755442857084923	1	1	1.792215779660763e-40	5.684618952224513e-294	1.426906932174477	1	0.998	1.179444740207542e-289	1.512211580914756e-98	-1.1404371022557989	0.999	1	3.137536588081936e-94	8.638017060250448e-45	1.7053856856674907e-293	0.15755442857084923
Cyp4f18	4.3513741215892724e-14	0.1575499617877627	0.252	0.1	9.028231027473422e-10	1.737963934389912e-33	0.2633147152378884	0.286	0.105	3.6059275710721896e-29	1.1777730117608792e-12	0.17687150344763336	0.255	0.106	2.4436434448014722e-8	1.1777730117608792e-12	5.21389180316976e-33	0.1575499617877627
Tmem251	4.3416655245018804e-12	0.1574653461682748	0.464	0.268	9.008087630236502e-8	0.9166700571327189	-0.16581935423201755	0.512	0.418	1	7.079478941053829e-13	0.2188029739189291	0.442	0.259	1.4688502906898485e-8	0.9166700571327189	2.1238436823146467e-12	0.1574653461682748
Sp140	3.8595149691717294e-20	0.15732654767933774	0.322	0.118	8.007721658037505e-16	7.734316170045258e-31	0.21022159964240955	0.343	0.146	1.60471591896099e-26	1.5441392471065248e-10	0.1757154884425169	0.276	0.143	3.2037801098966177e-6	1.5441392471065248e-10	2.320294851013588e-30	0.15732654767933774
Cd47	9.57392664227123e-6	0.15687694647917283	0.827	0.713	0.1986398299738435	4.125762288270682e-14	0.2572637043676347	0.849	0.765	8.560131595704011e-10	4.187733824405085e-15	0.3098326346007685	0.836	0.644	8.688710138875671e-11	9.57392664227123e-6	1.256320147321521e-14	0.15687694647917283
Mafk	0.14104336836569942	-0.3276672431535381	0.392	0.365	1	1.7232509400479846e-10	-0.3983636379596813	0.436	0.472	3.5754010504115584e-6	1.147898504370625e-6	0.1559896475210767	0.445	0.309	0.023816598168681726	0.14104336836569942	5.169752819253079e-10	0.1559896475210767
Fam110a	2.345600805612967e-18	0.2480541385516222	0.21	0.057	4.866652551485784e-14	1.3152184275700473e-22	0.16115211645538902	0.232	0.095	2.7288151935223343e-18	1.4045236450176905e-7	0.15499280065686677	0.155	0.069	0.002914105658682704	1.4045236450176905e-7	3.9456552827101343e-22	0.15499280065686677
Actb	3.8320043834756064e-18	0.24153376710030283	0.988	0.994	7.950642694835188e-14	1.2396123954302495e-10	0.15491536757273483	0.987	0.999	2.5719477980386817e-6	1.451869067646965e-10	0.1883127746001465	0.997	0.974	3.012337941553923e-6	1.451869067646965e-10	1.1496013150426765e-17	0.15491536757273483
Dpep2	8.329406944321206e-18	0.275220599070566	0.208	0.059	1.7281853528077638e-13	2.473156532866845e-39	0.2556848340925806	0.214	0.053	5.13130517439213e-35	2.7806178514743952e-8	0.15479871602069714	0.153	0.063	5.769225918239075e-4	2.7806178514743952e-8	7.419469598600519e-39	0.15479871602069714
Slfn5	4.0623441097785376e-7	0.1543201089027616	0.361	0.232	0.00842855155896851	1.2142038533222293e-13	0.18359349237680012	0.465	0.295	2.5192301548729614e-9	4.994937617657819e-10	0.34256615996178796	0.36	0.22	1.0363496569116444e-5	4.0623441097785376e-7	3.6426115599662537e-13	0.1543201089027616
Tmem50b	2.3712064482308577e-12	0.1605597852541676	0.262	0.119	4.919779138789383e-8	2.145702500431329e-30	0.17338340225156207	0.328	0.137	4.451903547894921e-26	4.418948625242936e-12	0.15393013954115825	0.246	0.106	9.168434607654043e-8	4.418948625242936e-12	6.437107501293942e-30	0.15393013954115825
Pomp	1.589225861056755e-10	0.2594035742278942	0.753	0.578	3.297325816520555e-6	4.725444127696708e-4	0.18147839481902062	0.784	0.67	1	7.913373591072289e-10	0.15379609408724892	0.732	0.563	1.6418667526756785e-5	4.725444127696708e-4	4.767677582412579e-10	0.15379609408724892
Prkcd	7.274247680482053e-6	0.15324636107359635	0.618	0.459	0.15092609087464165	6.5757892309318124e-24	0.35516608887122825	0.688	0.452	1.3643447496337325e-19	4.348690991341706e-17	0.2645598350787344	0.645	0.422	9.022664068835772e-13	7.274247680482053e-6	1.9727367692795325e-23	0.15324636107359635
Glrx	1.0091341181815714e-22	0.2544810994109844	0.29	0.092	2.093751468403124e-18	2.3609348361010725e-24	0.15324186114850158	0.328	0.151	4.898467597942505e-20	1.0149769732501394e-15	0.26474556205455924	0.276	0.111	2.1058742240993892e-11	1.0149769732501394e-15	7.082804508303226e-24	0.15324186114850158
Igfbp4	0.0049961031439514966	-0.24818104692976184	0.496	0.504	1	0.0058179832486972925	0.15294343987825187	0.582	0.494	1	4.21272334862087e-4	-0.21669193469040948	0.446	0.496	1	0.0058179832486972925	0.001263284668209262	0.15294343987825187
Fnip2	7.372982851353277e-10	0.1526111574756419	0.478	0.302	1.529746481998778e-5	0.13199059766872212	-0.24899291808707824	0.532	0.469	1	9.316502994805962e-19	0.4250715613906221	0.503	0.293	1.932988041362341e-14	0.13199059766872212	2.7949508984417915e-18	0.1526111574756419
Sept9	1.7248935469256283e-13	0.20507042615376048	0.422	0.228	3.5788091311612938e-9	7.799241846891904e-18	0.20387149654358594	0.52	0.31	1.6181866983931323e-13	3.761779260389815e-9	0.1525152004514676	0.412	0.257	7.804939609456788e-5	3.761779260389815e-9	2.339772554067561e-17	0.1525152004514676
Grb2	5.775288385916205e-8	0.15249126930431522	0.698	0.502	0.0011982568343098941	5.598191903721143e-6	0.15253380421352336	0.755	0.598	0.11615128561840626	1.6359828885591816e-8	0.1648539296707927	0.678	0.511	3.39433729718259e-4	5.598191903721143e-6	4.9079485853843474e-8	0.15249126930431522
Tyrobp	4.400465611353549e-31	0.4413606350240338	0.93	0.873	9.130086050436344e-27	4.526653509874972e-8	0.1523445930172338	0.906	0.937	9.391900702288592e-4	3.4289348257242616e-22	0.33092119442321666	0.94	0.85	7.114353976412697e-18	4.526653509874972e-8	1.3201396834060534e-30	0.1523445930172338
Clec4a1	5.774550128396657e-8	0.15224613355975025	0.654	0.471	0.0011981036606397383	1.1053626796611469e-18	0.24217199037295134	0.675	0.444	2.2934064877609477e-14	6.238714278004584e-8	0.183691760399892	0.599	0.455	0.001294408438400391	6.238714278004584e-8	3.3160880389834287e-18	0.15224613355975025
Coro2a	1.7325638899990547e-19	0.23328637970246816	0.166	0.027	3.594723558970039e-15	1.5070713946943947e-49	0.18795489234981383	0.166	0.016	3.12687172971193e-45	4.521282676513633e-16	0.15185396810468035	0.165	0.032	9.380757297230486e-12	4.521282676513633e-16	4.521214184083171e-49	0.15185396810468035
Nfkbib	1.2841104393826376e-13	0.1601891869260783	0.496	0.284	2.6642723396310965e-9	4.1989922411869865e-13	0.15131794358692952	0.567	0.377	8.71206910201476e-9	3.5408093418057775e-13	0.21361001116599887	0.48	0.289	7.346471222378627e-9	4.1989922411869865e-13	3.852331318147428e-13	0.15131794358692952
Arhgef2	8.019197498449298e-11	0.15899312895813222	0.446	0.261	1.6638230969782604e-6	9.051743422870202e-17	0.16608698908332054	0.51	0.307	1.8780557253771097e-12	3.1015616626860086e-9	0.15098492967646082	0.397	0.247	6.43512013774093e-5	3.1015616626860086e-9	2.715523026861059e-16	0.15098492967646082
